method	contrast	direction	ontology	GO_ID	Description	pvalue	p.adjust	qvalue	Count	signed_effect
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0097746	BP: regulation of blood vessel diameter	0.05408382189540809	0.2537505838463884	0.21216173007655095	13	1.5544543476413073
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0043066	BP: negative regulation of apoptotic process	0.05408894024094068	0.2537505838463884	0.21216173007655095	245	1.1858461337472046
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0031663	BP: lipopolysaccharide-mediated signaling pathway	0.054481546572934976	0.25506761023879204	0.21326290034277584	15	-1.4647815987335742
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0042476	BP: odontogenesis	0.05463622484873898	0.25526760789984604	0.21343011907046222	36	1.4126860261106597
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0090084	BP: negative regulation of inclusion body assembly	0.05518763796909492	0.2564189238164564	0.21439273824173707	10	1.5783627207568294
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0071347	BP: cellular response to interleukin-1	0.055105348460291734	0.2564189238164564	0.21439273824173707	29	-1.4111467502095096
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0045746	BP: negative regulation of Notch signaling pathway	0.05522004017275443	0.2564189238164564	0.21439273824173707	61	1.3581352404847182
GSEA	P_OL_vs_N_OD	NES_positive	MF	GO:0005523	MF: tropomyosin binding	0.02676990697203917	0.2564623186457086	0.23308431021788495	25	1.5780011524032018
GSEA	P_OL_vs_N_OD	NES_negative	MF	GO:0009055	MF: electron transfer activity	0.026239852742130976	0.2564623186457086	0.23308431021788495	31	-1.540022769462448
GSEA	P_OL_vs_N_OD	NES_negative	MF	GO:0016208	MF: AMP binding	0.02628623179534169	0.2564623186457086	0.23308431021788495	23	-1.5256163834026057
GSEA	P_OL_vs_N_OD	NES_negative	MF	GO:0004197	MF: cysteine-type endopeptidase activity	0.026695105531823998	0.2564623186457086	0.23308431021788495	89	-1.407839669708138
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0006629	BP: lipid metabolic process	0.05539358600583091	0.2567019839294603	0.21462940576927636	85	-1.327707314941492
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0021846	BP: cell proliferation in forebrain	0.05630630630630631	0.2572712993554677	0.2151054123419908	11	1.5654456716275424
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0030325	BP: adrenal gland development	0.055725391906468705	0.2572712993554677	0.2151054123419908	27	1.5272222490239138
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0033344	BP: cholesterol efflux	0.05577875666694371	0.2572712993554677	0.2151054123419908	11	-1.5170269983473912
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0003406	BP: retinal pigment epithelium development	0.056140350877192984	0.2572712993554677	0.2151054123419908	16	-1.4520304780711542
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0001933	BP: negative regulation of protein phosphorylation	0.05625173713366603	0.2572712993554677	0.2151054123419908	47	-1.4518727437867653
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0015937	BP: coenzyme A biosynthetic process	0.056140350877192984	0.2572712993554677	0.2151054123419908	16	-1.4514490636731532
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0034599	BP: cellular response to oxidative stress	0.05621301775147929	0.2572712993554677	0.2151054123419908	68	-1.352088174690672
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0043484	BP: regulation of RNA splicing	0.05660004510353393	0.2580962056721147	0.21579511933157883	48	-1.42398123904871
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0048246	BP: macrophage chemotaxis	0.05702509558820533	0.25951540507207216	0.21698171679848693	14	-1.5028324031614924
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0042157	BP: lipoprotein metabolic process	0.05714285714285714	0.25953329538986913	0.21699667495431804	13	-1.4659426134424582
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0003183	BP: mitral valve morphogenesis	0.05747126436781609	0.25953748646692837	0.21700017912816588	14	1.5863439070615277
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0048762	BP: mesenchymal cell differentiation	0.05739514348785872	0.25953748646692837	0.21700017912816588	10	1.5645744253016898
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0098789	BP: pre-mRNA cleavage required for polyadenylation	0.05748527660780651	0.25953748646692837	0.21700017912816588	13	1.5412540243435917
GSEA	P_OL_vs_N_OD	NES_negative	CC	GO:0000421	CC: autophagosome membrane	0.023320372344799004	0.2607641634918434	0.23989856718333905	13	-1.6210398712932936
GSEA	P_OL_vs_N_OD	NES_positive	CC	GO:0030016	CC: myofibril	0.02291121478396266	0.2607641634918434	0.23989856718333905	30	1.5209706191969687
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0046513	BP: ceramide biosynthetic process	0.05866115090415123	0.2638016253677807	0.2205654402313254	35	-1.4775086312658534
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0006468	BP: protein phosphorylation	0.05855848753377341	0.2638016253677807	0.2205654402313254	206	1.192378129348433
GSEA	P_OL_vs_N_OD	NES_negative	CC	GO:0005771	CC: multivesicular body	0.024182725797694222	0.2643978020547902	0.2432414524680355	23	-1.5133620520278963
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0031119	BP: tRNA pseudouridine synthesis	0.05913978494623656	0.2648496823556496	0.22144172425950204	11	-1.4602811288650377
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0051090	BP: regulation of DNA-binding transcription factor activity	0.05913978494623656	0.2648496823556496	0.22144172425950204	11	-1.4549661941267176
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0001944	BP: vasculature development	0.05924269210586899	0.2648496823556496	0.22144172425950204	92	1.3061087115826664
GSEA	P_OL_vs_N_OD	NES_negative	CC	GO:1990316	CC: Atg1/ULK1 kinase complex	0.02536368140358996	0.2680591747990137	0.24660985272480937	12	-1.5773126381949365
GSEA	P_OL_vs_N_OD	NES_negative	CC	GO:0019773	CC: proteasome core complex, alpha-subunit complex	0.025607278893401714	0.2680591747990137	0.24660985272480937	19	-1.5255019648708086
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0033564	BP: anterior/posterior axon guidance	0.06018518518518518	0.2682642740656153	0.22429667605393783	16	1.5102812209145886
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0031101	BP: fin regeneration	0.060241801895436424	0.2682642740656153	0.22429667605393783	107	1.290186530110067
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:2000679	BP: positive regulation of transcription regulatory region DNA binding	0.060810810810810814	0.2702702702702703	0.22597389633400716	11	1.5589858697234869
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0010996	BP: response to auditory stimulus	0.06093189964157706	0.27028157817664533	0.22598335091316007	11	-1.4485583351637938
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0045214	BP: sarcomere organization	0.06123399699356635	0.27109420028219666	0.22666278703188286	92	1.2993853554719077
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0035907	BP: dorsal aorta development	0.061611374407582936	0.2717097362655495	0.2271774387705033	19	1.5295211504883504
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0010001	BP: glial cell differentiation	0.061611374407582936	0.2717097362655495	0.2271774387705033	19	1.5270835659282498
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0062009	BP: secondary palate development	0.06206896551724138	0.27314384977088263	0.2283765059718691	14	1.5489210021401845
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0045744	BP: negative regulation of G protein-coupled receptor signaling pathway	0.06217616580310881	0.27314384977088263	0.2283765059718691	22	-1.426231757853991
GSEA	P_OL_vs_N_OD	NES_positive	MF	GO:0008449	MF: N-acetylglucosamine-6-sulfatase activity	0.029468109648859285	0.27390602221020516	0.24893792034839593	10	1.61519770946047
GSEA	P_OL_vs_N_OD	NES_negative	MF	GO:0016831	MF: carboxy-lyase activity	0.0296496209608985	0.27390602221020516	0.24893792034839593	10	-1.5829452082038913
GSEA	P_OL_vs_N_OD	NES_negative	MF	GO:0035198	MF: miRNA binding	0.02937544861444431	0.27390602221020516	0.24893792034839593	36	-1.5282624807434273
GSEA	P_OL_vs_N_OD	NES_negative	CC	GO:0070187	CC: shelterin complex	0.026931829615214002	0.2760512535559435	0.2539624283890794	10	-1.5770323008770613
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0032474	BP: otolith morphogenesis	0.06352941176470588	0.278552036199095	0.23289830912121934	18	1.4838649588343236
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0010591	BP: regulation of lamellipodium assembly	0.06375227686703097	0.278992689552458	0.23326674089543	10	-1.4789808005090013
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0002042	BP: cell migration involved in sprouting angiogenesis	0.06398104265402843	0.2794574276842621	0.23365531003517948	19	1.5243885586163133
GSEA	P_OL_vs_N_OD	NES_positive	CC	GO:0031597	CC: cytosolic proteasome complex	0.02789592864617327	0.28009789579422956	0.25768526998613334	12	1.5870958430641082
GSEA	P_OL_vs_N_OD	NES_negative	MF	GO:0015299	MF: solute	0.03116950002782654	0.2812503723441092	0.2556127909258725	11	-1.5979406222365828
GSEA	P_OL_vs_N_OD	NES_positive	MF	GO:0005102	MF: signaling receptor binding	0.030883012531064853	0.2812503723441092	0.2556127909258725	171	1.2635606293394812
GSEA	P_OL_vs_N_OD	NES_negative	CC	GO:0008021	CC: synaptic vesicle	0.028688815041424464	0.2822979400076167	0.25970927300657937	84	-1.4421447817792215
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0014033	BP: neural crest cell differentiation	0.06493506493506493	0.28308211864617217	0.2366859265319565	29	1.399775695954323
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0048696	BP: regulation of collateral sprouting in absence of injury	0.06525573192239859	0.2839371541661618	0.2374008246513938	14	-1.4311848179660294
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0032467	BP: positive regulation of cytokinesis	0.06578947368421052	0.2857142857142857	0.2388866904102361	32	1.4200576580511357
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:2000144	BP: positive regulation of DNA-templated transcription, initiation	0.06666666666666667	0.2867300297467895	0.2397359574660368	14	1.5413260062088072
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0045198	BP: establishment of epithelial cell apical/basal polarity	0.06728538283062645	0.2867300297467895	0.2397359574660368	21	1.4866597803012718
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0045671	BP: negative regulation of osteoclast differentiation	0.06728538283062645	0.2867300297467895	0.2397359574660368	21	1.4742064560831594
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0006661	BP: phosphatidylinositol biosynthetic process	0.06724137931034482	0.2867300297467895	0.2397359574660368	19	-1.4653315269978293
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0060038	BP: cardiac muscle cell proliferation	0.06716417910447761	0.2867300297467895	0.2397359574660368	27	1.4625635077361896
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0036302	BP: atrioventricular canal development	0.06633906633906633	0.2867300297467895	0.2397359574660368	24	1.4547206989076107
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0042438	BP: melanin biosynthetic process	0.06630824372759857	0.2867300297467895	0.2397359574660368	11	-1.4417983047437923
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0045022	BP: early endosome to late endosome transport	0.06722689075630252	0.2867300297467895	0.2397359574660368	24	-1.437058569032977
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0007274	BP: neuromuscular synaptic transmission	0.0667779632721202	0.2867300297467895	0.2397359574660368	25	-1.4095228662172057
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0007265	BP: Ras protein signal transduction	0.06683804627249357	0.2867300297467895	0.2397359574660368	35	1.4067304055284917
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0055013	BP: cardiac muscle cell development	0.06753246753246753	0.2867300297467895	0.2397359574660368	29	1.3950495346437575
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0050679	BP: positive regulation of epithelial cell proliferation	0.06753246753246753	0.2867300297467895	0.2397359574660368	38	1.3684046030163755
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0035563	BP: positive regulation of chromatin binding	0.0684326710816777	0.28681111327997916	0.2398037516851534	10	1.53713805600808
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0002076	BP: osteoblast development	0.06855791962174941	0.28681111327997916	0.2398037516851534	22	1.4991254596276462
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:1903358	BP: regulation of Golgi organization	0.0683371298405467	0.28681111327997916	0.2398037516851534	12	1.4769432987386775
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0010762	BP: regulation of fibroblast migration	0.06810035842293907	0.28681111327997916	0.2398037516851534	11	-1.4389218550647658
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:2000146	BP: negative regulation of cell motility	0.06810035842293907	0.28681111327997916	0.2398037516851534	11	-1.4365669091262003
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0032230	BP: positive regulation of synaptic transmission, GABAergic	0.06810035842293907	0.28681111327997916	0.2398037516851534	11	-1.4358006603582545
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0043536	BP: positive regulation of blood vessel endothelial cell migration	0.06842105263157895	0.28681111327997916	0.2398037516851534	32	1.3982295633878923
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0051607	BP: defense response to virus	0.06784660766961652	0.28681111327997916	0.2398037516851534	57	-1.3493964279524122
GSEA	P_OL_vs_N_OD	NES_positive	CC	GO:0015630	CC: microtubule cytoskeleton	0.029773991549965812	0.2872314478937878	0.2642480158201301	97	1.2929949537454224
GSEA	P_OL_vs_N_OD	NES_positive	MF	GO:0030414	MF: peptidase inhibitor activity	0.03322542725282051	0.2876235359555836	0.26140500419186247	17	1.6062138561850912
GSEA	P_OL_vs_N_OD	NES_positive	MF	GO:0003688	MF: DNA replication origin binding	0.03335839978866305	0.2876235359555836	0.26140500419186247	28	1.506731065462975
GSEA	P_OL_vs_N_OD	NES_positive	MF	GO:0046332	MF: SMAD binding	0.03243080070420197	0.2876235359555836	0.26140500419186247	65	1.401073310116103
GSEA	P_OL_vs_N_OD	NES_negative	MF	GO:0061630	MF: ubiquitin protein ligase activity	0.03299492385786802	0.2876235359555836	0.26140500419186247	199	-1.3101113367000683
GSEA	P_OL_vs_N_OD	NES_positive	CC	GO:0043679	CC: axon terminus	0.030984850586668215	0.28763295261586347	0.26461739329230055	17	1.578490124364635
GSEA	P_OL_vs_N_OD	NES_positive	CC	GO:0000228	CC: nuclear chromosome	0.030684026794564643	0.28763295261586347	0.26461739329230055	22	1.5022501325442696
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0010923	BP: negative regulation of phosphatase activity	0.06896551724137931	0.2879878741947708	0.24078764550633877	33	-1.3613638867351971
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0032436	BP: positive regulation of proteasomal ubiquitin-dependent protein catabolic process	0.06911764705882353	0.28809549413915475	0.2408776269095149	71	-1.3122087366107116
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0030539	BP: male genitalia development	0.06928406466512702	0.288262166854908	0.24101698253658285	15	1.5218067984762225
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0060219	BP: camera-type eye photoreceptor cell differentiation	0.06960556844547564	0.28870129870129874	0.24138414217361584	21	1.4462199248446956
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0050673	BP: epithelial cell proliferation	0.06964285714285715	0.28870129870129874	0.24138414217361584	13	-1.4326891302484897
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0070498	BP: interleukin-1-mediated signaling pathway	0.070298769771529	0.29089146112356834	0.24321534445742482	15	-1.431580614242432
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:1903672	BP: positive regulation of sprouting angiogenesis	0.07058823529411765	0.29103286884374	0.2433335759353708	18	1.4714309984462068
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0033077	BP: T cell differentiation in thymus	0.07054673721340388	0.29103286884374	0.2433335759353708	14	-1.4235682876286264
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0045736	BP: negative regulation of cyclin-dependent protein serine/threonine kinase activity	0.07092198581560284	0.2918328164229803	0.24400241483934318	22	1.4771762886067952
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0045747	BP: positive regulation of Notch signaling pathway	0.07103825136612021	0.2918328164229803	0.24400241483934318	44	1.3791128453755375
GSEA	P_OL_vs_N_OD	NES_positive	CC	GO:0005666	CC: RNA polymerase III complex	0.032136508536241976	0.2927992999968713	0.2693703444558294	22	1.4923871544818237
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0022408	BP: negative regulation of cell-cell adhesion	0.07239819004524888	0.29529136547972706	0.24689411952160006	13	1.4904007403759474
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0035912	BP: dorsal aorta morphogenesis	0.07239819004524888	0.29529136547972706	0.24689411952160006	13	1.4847817740334766
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0000055	BP: ribosomal large subunit export from nucleus	0.07239819004524888	0.29529136547972706	0.24689411952160006	13	1.4758070226937108
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0009435	BP: NAD biosynthetic process	0.07231040564373897	0.29529136547972706	0.24689411952160006	14	-1.415495751147959
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0045766	BP: positive regulation of angiogenesis	0.07256308102992853	0.2954354013361376	0.24701454839323417	103	1.242969363977914
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0030041	BP: actin filament polymerization	0.07293354943273905	0.2964144255020411	0.2478331138431193	29	-1.3778019810224027
GSEA	P_OL_vs_N_OD	NES_positive	MF	GO:0000049	MF: tRNA binding	0.035019614958748536	0.29862880448339413	0.27140707949521714	62	1.4085546865815939
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0036376	BP: sodium ion export across plasma membrane	0.07381370826010544	0.29945774881323917	0.25037764686093084	15	-1.4309069285657046
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0003014	BP: renal system process	0.07517084282460136	0.3044218856839984	0.25452817865822763	12	1.463773270975289
GSEA	P_OL_vs_N_OD	NES_positive	MF	GO:0003689	MF: DNA clamp loader activity	0.036097440626452336	0.30447406441442404	0.2767195105231472	10	1.584906320386594
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0042127	BP: regulation of cell population proliferation	0.07547169811320754	0.30509835407466884	0.255093776190778	134	-1.2664460634715449
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0006268	BP: DNA unwinding involved in DNA replication	0.07582938388625593	0.3060017615232983	0.2558491182450107	17	1.453848719477779
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0007214	BP: gamma-aminobutyric acid signaling pathway	0.07625649913344887	0.30663989069534997	0.2563826602258905	18	-1.4175482477860104
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:1902017	BP: regulation of cilium assembly	0.07617504051863858	0.30663989069534997	0.2563826602258905	29	-1.363910591003036
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0048589	BP: developmental growth	0.07653061224489796	0.3072003449267031	0.25685125792348074	34	1.3924364216468528
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0001843	BP: neural tube closure	0.07733462550059837	0.3098821549057369	0.2590935284091826	79	1.2784516915198394
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0007017	BP: microtubule-based process	0.07772020725388601	0.31033637922742574	0.2594733069163749	30	1.3968172103286831
