method	contrast	effect_direction	ontology	GO_ID	term_label	term_clean	pvalue	p_adjust	qvalue	count	effect	signed_effect	primary_category	category_label
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0042407	BP: cristae formation	cristae formation	0.00176451505061092	0.0394784662613668	0.0348840677353126	20	1.96315817018301		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0007271	BP: synaptic transmission, cholinergic	synaptic transmission, cholinergic	0.00165560236023721	0.0394784662613668	0.0348840677353126	16	1.91701484635332		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0019228	BP: neuronal action potential	neuronal action potential	0.00174940605395849	0.0394784662613668	0.0348840677353126	23	1.91497289391625		neural_desarrollo	Neural/axon/cresta
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0051604	BP: protein maturation	protein maturation	0.00178379428783729	0.0394784662613668	0.0348840677353126	18	-1.91321670120029		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0050905	BP: neuromuscular process	neuromuscular process	0.00173679735497665	0.0394784662613668	0.0348840677353126	19	1.8756319170973		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0044030	BP: regulation of DNA methylation	regulation of DNA methylation	0.00166773980607102	0.0394784662613668	0.0348840677353126	10	-1.87185197746652		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0032456	BP: endocytic recycling	endocytic recycling	0.00170743555517901	0.0394784662613668	0.0348840677353126	56	-1.74665807981572		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0042391	BP: regulation of membrane potential	regulation of membrane potential	0.00175703914873335	0.0394784662613668	0.0348840677353126	79	1.70561279749636		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0023014	BP: signal transduction by protein phosphorylation	signal transduction by protein phosphorylation	0.00172965125942855	0.0394784662613668	0.0348840677353126	90	-1.66650470117954		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0035094	BP: response to nicotine	response to nicotine	0.00191866469602589	0.0415788828621961	0.0367400434586504	13	1.90147329291117		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0070830	BP: bicellular tight junction assembly	bicellular tight junction assembly	0.00192293262800732	0.0415788828621961	0.0367400434586504	54	-1.76341234802465		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0006622	BP: protein targeting to lysosome	protein targeting to lysosome	0.00202624460250106	0.0422864307074255	0.037365248774266	15	-1.91636978268548		inmunidad_inflamacion	Inmunidad/inflamacion
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0001841	BP: neural tube formation	neural tube formation	0.00202945348072287	0.0422864307074255	0.037365248774266	26	-1.8661037675971		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0009409	BP: response to cold	response to cold	0.00202502076566509	0.0422864307074255	0.037365248774266	32	1.81984011318854		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0048747	BP: muscle fiber development	muscle fiber development	0.00197569506915618	0.0422864307074255	0.037365248774266	47	1.78811117307695		musculo_sarcomero	Musculo/sarcomero
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0045600	BP: positive regulation of fat cell differentiation	positive regulation of fat cell differentiation	0.00205685360176707	0.0424712473445958	0.037528556944522	43	-1.76016554149352		desarrollo_morfogenesis	Desarrollo/morfogenesis
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0042026	BP: protein refolding	protein refolding	0.00213671739740112	0.0436720427089394	0.0385896069495726	18	1.85481132359526		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0032147	BP: activation of protein kinase activity	activation of protein kinase activity	0.00215311554367808	0.0436720427089394	0.0385896069495726	107	-1.60319186266162		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0007339	BP: binding of sperm to zona pellucida	binding of sperm to zona pellucida	0.00228381806892069	0.0449575710939673	0.0397255289725329	14	1.91270600027449		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0032964	BP: collagen biosynthetic process	collagen biosynthetic process	0.00229353644368205	0.0449575710939673	0.0397255289725329	18	1.84959693724746		matriz_adhesion	Matriz extracelular/adhesion
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0051056	BP: regulation of small GTPase mediated signal transduction	regulation of small GTPase mediated signal transduction	0.00228561496175057	0.0449575710939673	0.0397255289725329	27	-1.84373604186268		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0033209	BP: tumor necrosis factor-mediated signaling pathway	tumor necrosis factor-mediated signaling pathway	0.00229495454537268	0.0449575710939673	0.0397255289725329	30	-1.84238845016713		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0005739	CC: mitochondrion	mitochondrion	9.46926461698966e-32	4.6683474561759e-29	3.65812643624758e-29	453	2.67786823915823		mitocondria_metabolismo	Mitocondria/metabolismo
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0030018	CC: Z disc	Z disc	2.98291248274243e-31	7.35287926996008e-29	5.76173095350774e-29	127	3.37190242480242		musculo_sarcomero	Musculo/sarcomero
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0031430	CC: M band	M band	2.34337072475475e-15	3.85093922434697e-13	3.0176037052105e-13	37	3.02688752098916		musculo_sarcomero	Musculo/sarcomero
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0005865	CC: striated muscle thin filament	striated muscle thin filament	6.26478014294934e-15	7.72134152618506e-13	6.05045871700634e-13	36	2.99463132018633		musculo_sarcomero	Musculo/sarcomero
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0005743	CC: mitochondrial inner membrane	mitochondrial inner membrane	3.99053059659182e-12	3.93466316823954e-10	3.08320995568252e-10	81	2.67328413822699		mitocondria_metabolismo	Mitocondria/metabolismo
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0030017	CC: sarcomere	sarcomere	1.92279305552129e-10	1.46607952034558e-08	1.14882285463185e-08	60	2.59051567131997		musculo_sarcomero	Musculo/sarcomero
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0005840	CC: ribosome	ribosome	2.08165449136289e-10	1.46607952034558e-08	1.14882285463185e-08	164	2.2515671426622		traduccion_ribosoma	Traduccion/ribosoma
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0005764	CC: lysosome	lysosome	5.29992166889592e-10	3.26607672845711e-08	2.55930427958526e-08	185	-2.18232012865386		inmunidad_inflamacion	Inmunidad/inflamacion
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0042383	CC: sarcolemma	sarcolemma	3.08734982370782e-09	1.69118162565329e-07	1.32521331614125e-07	59	2.51712932720498		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0042645	CC: mitochondrial nucleoid	mitochondrial nucleoid	4.26510406314106e-09	1.9309863692784e-07	1.51312479454505e-07	42	2.5490516288088		mitocondria_metabolismo	Mitocondria/metabolismo
