method	contrast	effect_direction	ontology	GO_ID	term_label	term_clean	pvalue	p_adjust	qvalue	count	effect	signed_effect	primary_category	category_label
GSEA	P_OL_vs_P_BL	NES_negative	CC	GO:0005892	CC: acetylcholine-gated channel complex	acetylcholine-gated channel complex	0.00218404061095464	0.0294845482478876	0.0259274996505141	15	-1.85578770569895		other	Otros
GSEA	P_OL_vs_P_BL	NES_negative	CC	GO:1990904	CC: ribonucleoprotein complex	ribonucleoprotein complex	0.00260660981338063	0.034238172143324	0.0301076410876966	158	-1.53934106403468		other	Otros
GSEA	P_OL_vs_P_BL	NES_negative	CC	GO:0015629	CC: actin cytoskeleton	actin cytoskeleton	0.00370353784090206	0.0473662997546947	0.0416519768256575	215	-1.50743901435174		other	Otros
GSEA	P_OL_vs_P_BL	NES_negative	CC	GO:0030863	CC: cortical cytoskeleton	cortical cytoskeleton	0.00395711515155418	0.049311742657829	0.043362719339568	10	-1.82729197743414		other	Otros
GSEA	P_OL_vs_P_BL	NES_negative	MF	GO:0051371	MF: muscle alpha-actinin binding	muscle alpha-actinin binding	1.87491392651628e-13	1.43430915378495e-10	1.32033412298883e-10	39	-2.73475569734092		musculo_sarcomero	Musculo/sarcomero
GSEA	P_OL_vs_P_BL	NES_negative	MF	GO:0008307	MF: structural constituent of muscle	structural constituent of muscle	1.10291814496833e-09	4.21866190450387e-07	3.88343283675691e-07	37	-2.57738283279358		musculo_sarcomero	Musculo/sarcomero
GSEA	P_OL_vs_P_BL	NES_positive	MF	GO:0048018	MF: receptor ligand activity	receptor ligand activity	2.24568095963722e-06	0.000343589186824495	0.000316286434104695	16	2.26312527930825		other	Otros
GSEA	P_OL_vs_P_BL	NES_negative	MF	GO:0046933	MF: proton-transporting ATP synthase activity, rotational mechanism	proton-transporting ATP synthase activity, rotational mechanism	1.96489828139957e-06	0.000343589186824495	0.000316286434104695	16	-2.19740499220742		other	Otros
GSEA	P_OL_vs_P_BL	NES_negative	MF	GO:0051015	MF: actin filament binding	actin filament binding	1.42835710280509e-06	0.000343589186824495	0.000316286434104695	229	-1.86192031607876		musculo_sarcomero	Musculo/sarcomero
GSEA	P_OL_vs_P_BL	NES_negative	MF	GO:0003735	MF: structural constituent of ribosome	structural constituent of ribosome	8.00900631523731e-06	0.00102114830519276	0.000940004425419958	157	-1.88573335705634		traduccion_ribosoma	Traduccion/ribosoma
